1,0.25,0.2,0,0,0,0,0,0,java.lang.System.gc
1,0.2,0.27,0,0,0,0,0,0,java.util.Arrays.sort
0,0.2,0.29,0,0,0,0,0,0,java.lang.Runtime.getRuntime
5,0.18,0.56,0,0,0,0,0,0,javax.swing.AbstractButton.setVerticalAlignment
4,0.27,0.45,0,0,0,0,0,0,javax.swing.JLabel.setHorizontalAlignment
4,0.15,0.55,0,0,0,0,0,0,javax.swing.AbstractButton.setHorizontalAlignment
3,0.26,0.42,0,0,0,0,0,0,javax.swing.JLabel.setHorizontalTextPosition
3,0.15,0.45,0,0,0,0,0,0,javax.swing.AbstractButton.setHorizontalTextPosition
10,0.38,0.42,1.0,0,0.16,0,0,1.0,java.lang.String.format
2,0.15,0.45,0,0,0,0,0,0,javax.swing.AbstractButton.setVerticalTextPosition
1,0.32,0.4,0,0,0,0,0,0,javax.swing.Scrollable.getScrollableTracksViewportWidth
1,0.39,0.41,0,0,0,0,0,0,java.lang.String.split
0,0.22,0.33,0,0,0,0,0,0,java.awt.Window.setLocationRelativeTo
5,0.36,0.5,0,0,0,0,0,0,java.util.Arrays.toString
10,0.58,0.55,1.0,0,0.53,0.38,0,1.0,java.lang.String.split
4,0.31,0.47,0,0,0,0,0,0,java.util.Arrays.deepToString
3,0.48,0.52,0,0,0,0,0,0,java.lang.String.replaceAll
3,0.42,0.53,0,0,0,0,0,0,java.util.regex.Pattern.quote
2,0.49,0.5,0,0,0,0,0,0,java.util.regex.Pattern.split
2,0.42,0.44,0,0,0,0,0,0,java.lang.String.contains
1,0.43,0.52,0,0,0,0,0,0,java.lang.String.format
1,0.42,0.56,0,0,0,0,0,0,java.lang.String.join
0,0.42,0.46,0,0,0,0,0,0,java.lang.String.lastIndexOf
10,0.73,0.55,1.0,0,0,0,0,1.0,java.util.Arrays.toString
4,0.51,0.5,0,0,0,0,0,0,java.lang.String.valueOf
4,0.48,0.51,0,0,0,0,0,0,java.util.Arrays.deepToString
3,0.65,0.51,0,0,0,0,0,0,java.lang.Object.toString
3,0.47,0.49,0,0,0,0,0,0,java.lang.Class.getName
2,0.58,0.49,0,0,0,0,0,0,java.util.AbstractCollection.toString
2,0.57,0.54,0,0,0,0,0,0,java.util.Arrays.equals
8,0.51,0.39,0,0,0.1,0,0,0.6,java.lang.Object.hashCode
1,0.36,0.37,0,0,0,0,0,0,java.io.PrintStream.println
0,0.37,0.37,0,0,0,0,0,0,java.io.PrintWriter.println
5,0.39,0.49,0,0,0,0,0,0,java.lang.String.matches
4,0.38,0.56,0,0,0,0,0,0,java.lang.String.replaceAll
4,0.35,0.56,0,0,0,0,0,0,java.lang.String.replaceFirst
10,0.52,0.54,1.0,0,0,0,0,1.0,java.util.regex.Matcher.find
3,0.42,0.53,0,0,0,0,0,0,java.util.regex.Pattern.quote
2,0.4,0.53,0,0,0,0,0,0,java.util.regex.Pattern.compile
7,0.35,0.52,0,0,0,0.26,0.17,0.4,java.lang.String.split
9,0.35,0.56,0,0.35,0,0,0,0.8,java.lang.String.indexOf
8,0.34,0.46,0,0,0.35,0,0,0.6,java.lang.String.contains
0,0.36,0.52,0,0,0,0,0,0,java.util.regex.Matcher.quoteReplacement
5,0.39,0.59,0,0,0,0,0,0,java.lang.String.toCharArray
6,0.47,0.56,0,0,0,0,0.19,0.2,java.lang.String.trim
4,0.3,0.56,0,0,0,0,0,0,java.lang.StringBuilder.deleteCharAt
3,0.44,0.48,0,0,0,0,0,0,java.lang.String.charAt
3,0.4,0.48,0,0,0,0,0,0,java.lang.String.valueOf
2,0.43,0.48,0,0,0,0,0,0,java.util.Arrays.fill
10,0.42,0.53,1.0,0,0,0,0,1.0,java.lang.String.replaceAll
1,0.38,0.47,0,0,0,0,0,0,java.lang.Character.isDigit
8,0.43,0.54,0,0,0.22,0,0,0.6,java.lang.String.indexOf
0,0.47,0.53,0,0,0,0,0,0,java.lang.String.replace
5,0.38,0.67,0,0,0,0,0,0,java.lang.Class.getDeclaredFields
8,0.67,0.5,0,0,0.25,0.13,0,0.6,java.lang.reflect.Field.get
10,0.55,0.55,1.0,0.41,0,0,0,1.0,java.lang.reflect.Field.getType
3,0.29,0.63,0,0,0,0,0,0,java.lang.Class.getDeclaredClasses
3,0.35,0.72,0,0,0,0,0,0,java.lang.Class.getFields
2,0.38,0.65,0,0,0,0,0,0,java.lang.Class.getDeclaredMethods
2,0.51,0.52,0,0,0,0,0,0,java.lang.reflect.Field.getModifiers
1,0.61,0.49,0,0,0,0,0,0,java.lang.reflect.Field.set
1,0.35,0.68,0,0,0,0,0,0,java.lang.Class.getField
0,0.39,0.62,0,0,0,0,0,0,java.lang.Class.getMethod
5,0.31,0.63,0,0,0,0,0,0,java.util.Calendar.getInstance
4,0.45,0.69,0,0,0,0,0,0,java.time.ZonedDateTime.now
4,0.45,0.69,0,0,0,0,0,0,java.time.LocalDateTime.now
3,0.44,0.69,0,0,0,0,0,0,java.time.LocalDate.now
3,0.39,0.56,0,0,0,0,0,0,java.time.Instant.now
10,0.43,0.62,1.0,0.58,0,0,0,1.0,java.util.TimeZone.getDefault
2,0.39,0.25,0,0,0,0,0,0,java.text.DateFormat.format
1,0.27,0.72,0,0,0,0,0,0,java.lang.System.currentTimeMillis
1,0.43,0.54,0,0,0,0,0,0,java.util.TimeZone.setDefault
7,0.37,0.48,0,0,0,0.53,0,0.4,java.util.Date.toString
5,0.2,0.52,0,0,0,0,0,0,java.awt.Toolkit.getScreenInsets
4,0.22,0.46,0,0,0,0,0,0,java.awt.Component.getLocationOnScreen
4,0.18,0.35,0,0,0,0,0,0,java.awt.GraphicsConfiguration.getBounds
3,0.24,0.35,0,0,0,0,0,0,java.awt.Image.getScaledInstance
3,0.26,0.37,0,0,0,0,0,0,java.awt.image.BufferedImage.getHeight
2,0.25,0.33,0,0,0,0,0,0,java.awt.Graphics.fillRect
2,0.23,0.36,0,0,0,0,0,0,javax.swing.JFrame.getContentPane
1,0.27,0.37,0,0,0,0,0,0,java.awt.image.BufferedImage.getWidth
1,0.27,0.37,0,0,0,0,0,0,java.time.Clock.tick
0,0.27,0.34,0,0,0,0,0,0,java.time.Clock.tickMinutes
10,0.62,0.59,1.0,0,0,0,0,1.0,java.lang.String.join
4,0.46,0.49,0,0,0,0,0,0,java.util.Arrays.toString
4,0.47,0.46,0,0,0,0,0,0,java.util.Arrays.stream
3,0.4,0.47,0,0,0,0,0,0,java.util.Arrays.deepToString
3,0.27,0.43,0,0,0,0,0,0,java.lang.System.arraycopy
9,0.49,0.49,0,0.27,0,0,0,0.8,java.util.Arrays.equals
2,0.43,0.43,0,0,0,0,0,0,java.util.Arrays.asList
1,0.51,0.45,0,0,0,0,0,0,java.lang.String.split
1,0.5,0.43,0,0,0,0,0,0,java.util.stream.Collectors.joining
0,0.35,0.42,0,0,0,0,0,0,java.util.stream.Collectors.toList
